Ablehnungsgrund,Adresse,Bewerbungsdatum,Bewerbungsquelle,Bewertung Assessment,Bewertung Erstes Gespräch,Bewertung Prescreening,E-Mail,Effektiver Gehalt,Einstellungsdatum,Geburtsdatum,Gehaltsvorstellungen,Geschlecht,Headhunter Firma,Headhunter Name,Interviewer,Job Titel,Kandidaten-ID,Nachname,Standort,Status,StellenID,Telefonnummer,Veröffentlichungsdatum,Vorname,id
Bessere Kandidaten,"Pseudonymized, 7102 Thurgau",20.01.2023,Meta,gut,knapp ungenügend,knapp ungenügend,pseudonymized_E-Mail_1314,137745.83,29.01.2024,04.07.1974,,F,,,Kristian Furrer,HR Specialist,338af94b-6f98-4eaa-8881-8ecfa0a8135e,pseudonymized_Nachname_1314,Zürich,1. Interview,73191fba-5800-4c07-be64-0aed81b415c4,pseudonymized_Telefonnummer_1314,22.07.2023,pseudonymized_Vorname_1314,741e
Nicht verfügbar,"Pseudonymized, 8079 Waadt",03.11.2021,LinkedIN Jobslots,sehr gut,knapp ungenügend,deutlich ungenügend,pseudonymized_E-Mail_1315,91715.47,04.12.2021,05.08.2002,120-130k,M,,,Séverine Huber,Brand Manager,93dddce5-71e2-49c1-927b-92fa325938d5,pseudonymized_Nachname_1315,Zürich,Assessment,7b39bb7f-9258-4a01-b194-ca35acd23823,pseudonymized_Telefonnummer_1315,09.11.2021,pseudonymized_Vorname_1315,cd1d
,"Pseudonymized, 7798 Appenzell Ausserrhoden",07.09.2022,Direkt,deutlich ungenügend,gut,sehr gut,pseudonymized_E-Mail_1316,121189.05,28.01.2024,27.02.2001,>140k,M,,,Manon Bättig,Budget Analyst,aff878e1-43b1-45f4-8aa7-368597c5a890,pseudonymized_Nachname_1316,Luzern,1. Interview,d97b451d-ad27-47c6-8258-f6f8075be1ab,pseudonymized_Telefonnummer_1316,12.05.2023,pseudonymized_Vorname_1316,a576
Unvollständige Bewerbung,"Pseudonymized, 2084 Genf",07.01.2023,Meta,deutlich ungenügend,gut,gut,pseudonymized_E-Mail_1317,53894.39,12.12.2023,02.11.1997,60-70k,F,,,Hermine Hess,Brand Manager,c6543f34-d867-4b63-9290-6a4d8ba5c63a,pseudonymized_Nachname_1317,Bern,1. Interview,efd34cfb-430f-4031-8abb-7344004c280d,pseudonymized_Telefonnummer_1317,20.07.2023,pseudonymized_Vorname_1317,754b
Bessere Kandidaten,"Pseudonymized, 9759 St. Gallen",20.03.2020,Headhunter,deutlich ungenügend,knapp ungenügend,gut,pseudonymized_E-Mail_1318,,06.12.2023,20.11.1963,110-120k,F,Ziegler Inc,Teresa Schneider,Ghislaine Walter,Accountant,b4106411-1766-498f-a99f-b7e6cc4f448e,pseudonymized_Nachname_1318,Luzern,Assessment,5452a9c8-198e-4a6b-abe8-27ef31ed8946,pseudonymized_Telefonnummer_1318,27.04.2023,pseudonymized_Vorname_1318,71b4
Unvollständige Bewerbung,"Pseudonymized, 9437 Solothurn",11.06.2020,Direkt,gut,genügend,knapp ungenügend,pseudonymized_E-Mail_1319,56510.66,08.10.2023,29.07.2005,90-100k,F,,,Irene Fuchs,Software Engineer,c197ba18-af74-4142-bcbe-918c6fa652b4,pseudonymized_Nachname_1319,Bern,Abgelehnt,ab985e62-0ccc-4650-ad6d-6589353c54f9,pseudonymized_Telefonnummer_1319,05.12.2021,pseudonymized_Vorname_1319,a5e8
Überqualifiziert,"Pseudonymized, 8261 Luzern",26.09.2021,Meta,sehr gut,deutlich ungenügend,sehr gut,pseudonymized_E-Mail_1320,120985.44,1900-01-01,13.02.1965,120-130k,F,,,Hermine Hess,Recruiter,a60dc96c-3d22-407d-8d8b-a7711956c650,pseudonymized_Nachname_1320,Zürich,Assessment,861a2132-ddfb-4fae-b7cc-ec88994bc4f4,pseudonymized_Telefonnummer_1320,23.09.2023,pseudonymized_Vorname_1320,5bba
Unvollständige Bewerbung,"Pseudonymized, 5009 Wallis",04.01.2024,Meta,deutlich ungenügend,knapp ungenügend,sehr gut,pseudonymized_E-Mail_1321,98362.34,1900-01-01,28.06.1963,130-140k,M,,,Greta Berger-Eichenberger,Copywriter,2e020448-92d3-4ff3-ad6c-2ca1621fe1d4,pseudonymized_Nachname_1321,Bern,Prescreening,12ab9fbe-d2d7-4b06-96ad-25492a923a01,pseudonymized_Telefonnummer_1321,18.01.2024,pseudonymized_Vorname_1321,fd8d
Gehaltsvorstellungen zu hoch,"Pseudonymized, 8135 Uri",17.01.2024,LinkedIN Paid Post,Unknown,gut,deutlich ungenügend,pseudonymized_E-Mail_1322,112331.61,21.05.2024,14.02.1969,80-90k,F,,,Prof. Layla Küng,Copywriter,a1cc701f-48a3-42d5-890a-77fa3dd87db2,pseudonymized_Nachname_1322,Luzern,Eingereicht,c780eb87-3639-4d68-a747-bdff962b6128,pseudonymized_Telefonnummer_1322,17.01.2024,pseudonymized_Vorname_1322,4b71
Zu wenig Erfahrung,"Pseudonymized, 9453 Basel-Stadt",09.04.2021,Organic search,gut,genügend,genügend,pseudonymized_E-Mail_1323,50205.58,24.04.2021,08.10.1986,80-90k,M,,,Joachim Kaiser,Copywriter,8c44bbca-c05a-4e43-8148-bf149f74fc74,pseudonymized_Nachname_1323,Zürich,Angebot,e63707b3-8935-4ac4-ace4-97721c34ef92,pseudonymized_Telefonnummer_1323,23.09.2023,pseudonymized_Vorname_1323,6c32
Andere,"Pseudonymized, 5860 Neuenburg",11.02.2023,Direkt,deutlich ungenügend,genügend,sehr gut,pseudonymized_E-Mail_1324,,1900-01-01,22.06.1961,80-90k,F,,,Greta Berger-Eichenberger,Copywriter,9c234f4a-18a2-4cd6-b5bd-dab9befa0969,pseudonymized_Nachname_1324,Luzern,Assessment,5f111431-5ebe-4215-961d-c6c18b56303d,pseudonymized_Telefonnummer_1324,14.09.2023,pseudonymized_Vorname_1324,5620
Bessere Kandidaten,"Pseudonymized, 1131 Jura",23.07.2022,LinkedIN Jobslots,gut,gut,deutlich ungenügend,pseudonymized_E-Mail_1325,105846.36,15.05.2023,26.11.1990,,F,,,Ghislaine Walter,HR Specialist,b346bc9c-c047-423c-b7e5-112c38a72380,pseudonymized_Nachname_1325,Luzern,Eingereicht,af1a105f-d620-4b90-8fcb-a0901dc96676,pseudonymized_Telefonnummer_1325,14.11.2022,pseudonymized_Vorname_1325,7e74
Unvollständige Bewerbung,"Pseudonymized, 8493 Luzern",02.01.2023,Direkt,genügend,knapp ungenügend,genügend,pseudonymized_E-Mail_1326,52153.57,07.03.2023,21.08.1961,110-120k,F,,,Greta Berger-Eichenberger,SEO Specialist,2266af26-7928-4468-9e7f-65f2d9c08f3f,pseudonymized_Nachname_1326,Luzern,1. Interview,4e970690-0f3b-482e-a58f-6f1eb234ce0c,pseudonymized_Telefonnummer_1326,01.04.2023,pseudonymized_Vorname_1326,58da
Zu wenig Erfahrung,"Pseudonymized, 8397 Solothurn",16.04.2023,Google Ads,genügend,deutlich ungenügend,knapp ungenügend,pseudonymized_E-Mail_1327,58146.89,15.08.2023,20.01.1962,120-130k,F,,,Gregor Eichenberger,Accountant,6156689d-58c6-4398-8818-5d7b56377879,pseudonymized_Nachname_1327,Bern,Angebot,549302fc-264e-42b8-b0f6-d4babcf0be5b,pseudonymized_Telefonnummer_1327,24.04.2023,pseudonymized_Vorname_1327,a25b
Nicht verfügbar,"Pseudonymized, 6123 Obwalden",09.05.2022,LinkedIN Paid Post,knapp ungenügend,Unknown,gut,pseudonymized_E-Mail_1328,,25.08.2022,29.05.1989,70-80k,M,,,Wanda Giger,Financial Analyst,621df3ea-7b3c-4d49-a98c-c8f4166c9b57,pseudonymized_Nachname_1328,Luzern,1. Interview,1f70bd0f-7b4d-4fe4-be6a-ef2628d64f51,pseudonymized_Telefonnummer_1328,01.11.2023,pseudonymized_Vorname_1328,c886
,"Pseudonymized, 5955 Wallis",11.03.2021,Headhunter,gut,Unknown,Unknown,pseudonymized_E-Mail_1329,139629.31,02.11.2023,12.01.1964,100-110k,F,Tanner-Stadelmann,Jasin Näf,Zahra Hug Lutz,Payroll Specialist,3f2b6cc3-533c-47c8-9d8f-d585acf80aa7,pseudonymized_Nachname_1329,Bern,Prescreening,d1eccf76-1ba4-4843-a5a6-31bbe9141c38,pseudonymized_Telefonnummer_1329,08.10.2023,pseudonymized_Vorname_1329,01cc
Unvollständige Bewerbung,"Pseudonymized, 7706 Appenzell Innerrhoden",06.12.2023,LinkedIN Jobslots,genügend,deutlich ungenügend,sehr gut,pseudonymized_E-Mail_1330,77318.64,14.12.2023,23.07.1965,100-110k,M,,,Greta Berger-Eichenberger,IT Manager,5472a5bd-aac0-4913-8e35-1d5a6be29a85,pseudonymized_Nachname_1330,Luzern,Abgelehnt,d0c0c258-751d-429e-92fa-f9d24bd75f05,pseudonymized_Telefonnummer_1330,28.03.2024,pseudonymized_Vorname_1330,364d
Andere,"Pseudonymized, 7781 Glarus",23.05.2021,Direkt,genügend,gut,knapp ungenügend,pseudonymized_E-Mail_1331,,19.06.2023,14.02.1980,100-110k,F,,,Marijana Blaser Schuler,HR Specialist,060eb37c-0365-4b86-a0b3-1eebe672a600,pseudonymized_Nachname_1331,Zürich,Angebot,add75b1d-b214-467d-a085-f6da295aa24e,pseudonymized_Telefonnummer_1331,26.11.2021,pseudonymized_Vorname_1331,e45b
Gehaltsvorstellungen zu hoch,"Pseudonymized, 8024 Wallis",04.02.2023,Google Ads,deutlich ungenügend,deutlich ungenügend,knapp ungenügend,pseudonymized_E-Mail_1332,57081.69,17.01.2024,05.05.1976,100-110k,M,,,Ghislaine Walter,HR Specialist,20db39ad-ff08-4cec-9a7a-65c779403314,pseudonymized_Nachname_1332,Luzern,Eingereicht,dff6cc24-246f-4c27-9ed3-3295c9a96ff9,pseudonymized_Telefonnummer_1332,12.01.2024,pseudonymized_Vorname_1332,a741
Unzureichende Qualifikationen,Unknown,06.03.2023,Meta,Unknown,gut,gut,pseudonymized_E-Mail_1333,56690.15,10.08.2023,15.04.1965,130-140k,M,,,Séverine Huber,Recruiter,ea757d9e-4394-44b1-a5b9-fee3cdf59907,pseudonymized_Nachname_1333,Luzern,Assessment,735d141d-0b86-4712-a3af-e2a04c47131f,pseudonymized_Telefonnummer_1333,19.07.2023,pseudonymized_Vorname_1333,0d5c
Gehaltsvorstellungen zu hoch,"Pseudonymized, 5886 Zug",21.07.2020,Direkt,Unknown,genügend,genügend,pseudonymized_E-Mail_1334,89842.3,06.07.2021,25.01.1975,60-70k,M,,,Marijana Blaser Schuler,Graphic Designer,2e6793b1-598d-46bc-bb77-785bec487e37,pseudonymized_Nachname_1334,Luzern,Abgelehnt,f319cff6-6cc1-4e1d-833f-3d1795d0aa49,pseudonymized_Telefonnummer_1334,10.10.2021,pseudonymized_Vorname_1334,77c7
Andere,"Pseudonymized, 8922 Glarus",20.06.2021,LinkedIN Paid Post,deutlich ungenügend,knapp ungenügend,deutlich ungenügend,pseudonymized_E-Mail_1335,91950.92,23.07.2022,20.09.1985,120-130k,M,,,Joachim Kaiser,Graphic Designer,63961e67-076d-44f9-8285-2c6497d50af2,pseudonymized_Nachname_1335,Zürich,Eingereicht,86e65e7f-6087-40da-8c36-a14698becfd7,pseudonymized_Telefonnummer_1335,11.07.2023,pseudonymized_Vorname_1335,43c6
Überqualifiziert,"Pseudonymized, 5421 Schaffhausen",29.12.2021,LinkedIN Jobslots,sehr gut,gut,deutlich ungenügend,pseudonymized_E-Mail_1336,108172.29,18.04.2024,24.01.2003,90-100k,M,,,Gregor Eichenberger,Graphic Designer,49da50c6-c622-4ba8-b00f-16a87ca12a55,pseudonymized_Nachname_1336,Zürich,1. Interview,7661e88b-8256-47f1-a04c-93f5e87bd430,pseudonymized_Telefonnummer_1336,16.05.2023,pseudonymized_Vorname_1336,f89b
Zu wenig Erfahrung,"Pseudonymized, 6841 Thurgau",09.02.2020,Meta,sehr gut,genügend,deutlich ungenügend,pseudonymized_E-Mail_1337,72850.44,06.01.2021,11.06.1999,110-120k,M,,,Irene Fuchs,Social Media Manager,89813690-300f-4d96-9bcf-e52d3956fca7,pseudonymized_Nachname_1337,Zürich,Prescreening,2221a740-18ec-4d37-86a7-e487f7ec89f5,pseudonymized_Telefonnummer_1337,05.09.2022,pseudonymized_Vorname_1337,0f68
Gehaltsvorstellungen zu hoch,"Pseudonymized, 9341 Basel-Landschaft",26.03.2023,Direkt,genügend,deutlich ungenügend,gut,pseudonymized_E-Mail_1338,111246.04,03.04.2023,1900-01-01,120-130k,F,,,Margret Hasler,Financial Analyst,d807fe29-729c-4aad-80d4-cbf4c5c0dd7f,pseudonymized_Nachname_1338,Zürich,Prescreening,2b035a00-7d9e-4d93-8cb8-b706bd1e1b0b,pseudonymized_Telefonnummer_1338,13.08.2023,pseudonymized_Vorname_1338,7aba
Bessere Kandidaten,"Pseudonymized, 7024 Zürich",27.08.2020,LinkedIN Jobslots,genügend,deutlich ungenügend,genügend,pseudonymized_E-Mail_1339,121184.82,21.04.2024,26.04.1990,70-80k,F,,,Joachim Kaiser,Marketing Manager,fe726280-74bd-4b26-a115-4374e21bd81b,pseudonymized_Nachname_1339,Zürich,Assessment,c3379d4f-059a-4f3c-b636-97caf012641d,pseudonymized_Telefonnummer_1339,18.12.2022,pseudonymized_Vorname_1339,a5c2
Andere,Unknown,14.10.2023,LinkedIN Jobslots,sehr gut,sehr gut,deutlich ungenügend,pseudonymized_E-Mail_1340,99192.59,04.02.2024,16.04.1970,130-140k,,,,Greta Berger-Eichenberger,Software Engineer,cbb4a989-494d-42c5-9ac5-ce49750cc3fb,pseudonymized_Nachname_1340,Zürich,Assessment,2e82679c-ca11-4183-b29a-59cd05297689,pseudonymized_Telefonnummer_1340,25.02.2024,pseudonymized_Vorname_1340,aee9
Gehaltsvorstellungen zu hoch,"Pseudonymized, 7780 Freiburg",20.12.2022,Google Ads,deutlich ungenügend,gut,genügend,pseudonymized_E-Mail_1341,114913.41,04.03.2023,31.10.2003,80-90k,M,,,Franca Zürcher,Financial Analyst,31dc269b-9949-40d6-890e-73021dc744b6,pseudonymized_Nachname_1341,Bern,Eingereicht,40c1efd6-e0f9-4c9d-bdc1-9c15e60c44b4,pseudonymized_Telefonnummer_1341,20.11.2023,pseudonymized_Vorname_1341,2a62
Nicht verfügbar,"Pseudonymized, 3915 Obwalden",25.01.2024,Direkt,sehr gut,sehr gut,sehr gut,pseudonymized_E-Mail_1342,103413.56,15.05.2024,06.01.2002,60-70k,M,,,Prof. Layla Küng,Database Administrator,3f96a075-d6af-44f0-a6b0-9771c38a561f,pseudonymized_Nachname_1342,Bern,Eingereicht,2a86ef0d-b96d-4e9d-8ffa-da1c67faa5e1,pseudonymized_Telefonnummer_1342,31.03.2024,pseudonymized_Vorname_1342,3199
Zu wenig Erfahrung,"Pseudonymized, 3002 Basel-Landschaft",24.09.2022,Organic search,genügend,gut,knapp ungenügend,pseudonymized_E-Mail_1343,99393.76,23.11.2023,11.08.1987,50-60k,M,,,Marijana Blaser Schuler,Event Coordinator,1bfa6d37-1d6c-4b9d-9b73-304092b46843,pseudonymized_Nachname_1343,Zürich,Prescreening,d006ec7b-c01c-4825-8976-9f6ac895f0bd,pseudonymized_Telefonnummer_1343,05.10.2023,pseudonymized_Vorname_1343,a002
Gehaltsvorstellungen zu hoch,"Pseudonymized, 3287 Basel-Landschaft",01.04.2021,Meta,genügend,knapp ungenügend,deutlich ungenügend,pseudonymized_E-Mail_1344,93629.88,08.04.2022,21.08.1981,,F,,,Séverine Huber,PR Specialist,06bd7b4b-4c59-4e30-ae65-dac43c2b8ba0,pseudonymized_Nachname_1344,Zürich,Abgelehnt,0e219a4a-5a28-46b6-b1d2-1a50875f7565,pseudonymized_Telefonnummer_1344,20.10.2023,pseudonymized_Vorname_1344,7d91
Unzureichende Qualifikationen,"Pseudonymized, 1238 Uri",06.12.2023,Direkt,gut,sehr gut,deutlich ungenügend,pseudonymized_E-Mail_1345,54080.78,12.02.2024,15.10.1982,110-120k,M,,,Hermine Hess,Network Administrator,f25fcdcf-857a-4ec5-9835-73ef919f6863,pseudonymized_Nachname_1345,Zürich,1. Interview,9b496db8-c7eb-43e5-921e-567d621949c4,pseudonymized_Telefonnummer_1345,18.05.2024,pseudonymized_Vorname_1345,292d
Unvollständige Bewerbung,"Pseudonymized, 4607 Thurgau",30.04.2021,Google Ads,deutlich ungenügend,deutlich ungenügend,sehr gut,pseudonymized_E-Mail_1346,101577.18,25.01.2024,06.03.2000,130-140k,F,,,Manon Bättig,Brand Manager,ff549554-ea12-4f73-b328-1f8822ae5c07,pseudonymized_Nachname_1346,Zürich,Prescreening,94729e46-24d3-4e08-9472-5938067c430b,pseudonymized_Telefonnummer_1346,16.05.2024,pseudonymized_Vorname_1346,83bd
Andere,"Pseudonymized, 6374 Glarus",01.03.2020,Meta,gut,gut,gut,pseudonymized_E-Mail_1347,102715.88,23.03.2022,03.03.2000,60-70k,F,,,Joachim Kaiser,Database Administrator,ddb1a525-11a8-4a5f-9da4-969f511b0b7d,pseudonymized_Nachname_1347,Bern,Angebot,461572e9-a6b1-4179-9751-26fff84a62b6,pseudonymized_Telefonnummer_1347,19.03.2024,pseudonymized_Vorname_1347,b816
,"Pseudonymized, 7110 Basel-Stadt",27.08.2021,Headhunter,knapp ungenügend,genügend,deutlich ungenügend,pseudonymized_E-Mail_1348,71028.38,13.02.2023,1900-01-01,90-100k,F,"Siegrist, Ziegler and Schürch",Enis Bühler,Franca Zürcher,Network Administrator,c9922cd3-5a5d-4208-b163-8f4637d3ec23,pseudonymized_Nachname_1348,Luzern,Prescreening,36220ce4-6719-4d2c-95a0-291a3c1fe4ac,pseudonymized_Telefonnummer_1348,20.03.2023,pseudonymized_Vorname_1348,607d
Unvollständige Bewerbung,"Pseudonymized, 8599 Luzern",19.07.2022,LinkedIN Paid Post,deutlich ungenügend,sehr gut,Unknown,pseudonymized_E-Mail_1349,96441.31,26.03.2024,08.01.2003,130-140k,M,,,Hermine Hess,Brand Manager,61a6c94f-d6ae-4779-85b6-4084a2518cb8,pseudonymized_Nachname_1349,Zürich,Prescreening,59bd9339-107b-4ac4-83f7-0aad8903a635,pseudonymized_Telefonnummer_1349,17.09.2022,pseudonymized_Vorname_1349,428d
,"Pseudonymized, 7136 Schwyz",27.11.2022,Direkt,genügend,deutlich ungenügend,deutlich ungenügend,pseudonymized_E-Mail_1350,92683.36,15.09.2023,13.02.2004,70-80k,F,,,Zahra Hug Lutz,Copywriter,633ba00d-c8d9-4cb9-ad67-f253c2a5eff5,pseudonymized_Nachname_1350,Zürich,Assessment,44f8c453-92cf-4ec6-afa1-b38ef3bb8ed9,pseudonymized_Telefonnummer_1350,16.05.2023,pseudonymized_Vorname_1350,bc39
Zu wenig Erfahrung,"Pseudonymized, 6429 Uri",21.02.2024,Direkt,gut,knapp ungenügend,sehr gut,pseudonymized_E-Mail_1351,121596.58,25.05.2024,1900-01-01,110-120k,F,,,Kristian Furrer,SEO Specialist,8bd8d069-ccd1-4b96-a39f-40d5bda6b629,pseudonymized_Nachname_1351,Zürich,Angebot,0bdbf174-c168-402b-88e6-5354ec5efba2,pseudonymized_Telefonnummer_1351,01.04.2024,pseudonymized_Vorname_1351,f823
Andere,"Pseudonymized, 9963 Appenzell Innerrhoden",13.04.2022,Direkt,knapp ungenügend,gut,genügend,pseudonymized_E-Mail_1352,107239.26,16.06.2022,03.05.1977,130-140k,M,,,Irene Fuchs,Network Administrator,1654f13f-85eb-442b-a39d-fb30cae2d530,pseudonymized_Nachname_1352,Bern,1. Interview,99e50c8d-27b6-4c86-9156-928c3eaf044a,pseudonymized_Telefonnummer_1352,12.02.2023,pseudonymized_Vorname_1352,c3c2
,"Pseudonymized, 6835 Zug",26.06.2021,LinkedIN Jobslots,gut,deutlich ungenügend,sehr gut,pseudonymized_E-Mail_1353,117661.65,21.04.2022,03.01.1987,130-140k,F,,,Greta Berger-Eichenberger,Accountant,9352d165-f3e9-49ea-9a42-4aafe37b5419,pseudonymized_Nachname_1353,Bern,Assessment,7330f6e5-30ad-45ed-846a-cd8823e28982,pseudonymized_Telefonnummer_1353,20.06.2022,pseudonymized_Vorname_1353,4338
Gehaltsvorstellungen zu hoch,"Pseudonymized, 5136 Aargau",09.01.2023,Meta,sehr gut,knapp ungenügend,sehr gut,pseudonymized_E-Mail_1354,87168.87,17.01.2023,05.10.1989,50-60k,F,,,Ghislaine Walter,Financial Analyst,27a7bd9c-7eb2-4e62-9d13-6a2d90c126b9,pseudonymized_Nachname_1354,Zürich,1. Interview,35aabadd-a82c-46dd-95e2-1631b9b5e5e5,pseudonymized_Telefonnummer_1354,12.09.2023,pseudonymized_Vorname_1354,e081
Andere,"Pseudonymized, 8648 Aargau",15.04.2023,Headhunter,gut,genügend,gut,pseudonymized_E-Mail_1355,72843.84,24.12.2023,28.08.1974,120-130k,,"Siegrist, Ziegler and Schürch",Enis Bühler,Séverine Huber,HR Specialist,b7a29172-97d5-419a-a617-c536423c088b,pseudonymized_Nachname_1355,Luzern,Assessment,82e41daa-7d87-44fa-9f49-048a34083b89,pseudonymized_Telefonnummer_1355,03.06.2024,pseudonymized_Vorname_1355,c631
Zu wenig Erfahrung,"Pseudonymized, 5275 Genf",12.11.2023,LinkedIN Jobslots,knapp ungenügend,Unknown,knapp ungenügend,pseudonymized_E-Mail_1356,111370.0,1900-01-01,14.04.1987,80-90k,,,,Marijana Blaser Schuler,Budget Analyst,1866eb76-eeb6-487b-b08a-3adfde6c1f34,pseudonymized_Nachname_1356,Bern,Eingereicht,a0d9e8d6-c7c1-4c33-b96d-c7239ca1454a,pseudonymized_Telefonnummer_1356,03.06.2024,pseudonymized_Vorname_1356,0e45
Überqualifiziert,"Pseudonymized, 4076 Tessin",18.03.2021,LinkedIN Jobslots,knapp ungenügend,genügend,genügend,pseudonymized_E-Mail_1357,131337.95,13.07.2022,08.08.1986,70-80k,M,,,Greta Berger-Eichenberger,Budget Analyst,43c72a0a-4fd5-4200-9901-c61544cceae0,pseudonymized_Nachname_1357,Bern,1. Interview,3d0fedb4-fefd-4207-88f6-7a0e5028d943,pseudonymized_Telefonnummer_1357,28.09.2023,pseudonymized_Vorname_1357,6fda
Überqualifiziert,"Pseudonymized, 4093 Zug",20.04.2022,LinkedIN Paid Post,gut,genügend,sehr gut,pseudonymized_E-Mail_1358,117881.29,05.08.2022,09.08.2002,80-90k,F,,,Séverine Huber,Brand Manager,be7b9d22-a8d2-4016-abf2-ed634ed16389,pseudonymized_Nachname_1358,Bern,Abgelehnt,f98f2e5c-5d3d-4191-ae4f-fc520064df8f,pseudonymized_Telefonnummer_1358,15.05.2024,pseudonymized_Vorname_1358,1a49
Gehaltsvorstellungen zu hoch,"Pseudonymized, 8259 Glarus",25.03.2022,Google Ads,deutlich ungenügend,gut,knapp ungenügend,pseudonymized_E-Mail_1359,73285.6,1900-01-01,11.05.1990,50-60k,F,,,Hermine Hess,Content Creator,4d7bbf09-dd7a-4d31-b4c0-5d513fb842b5,pseudonymized_Nachname_1359,Bern,Abgelehnt,def129aa-d96f-4fdb-8306-a5b373d105ab,pseudonymized_Telefonnummer_1359,08.06.2022,pseudonymized_Vorname_1359,90ab
Unzureichende Qualifikationen,"Pseudonymized, 6536 Aargau",31.12.2020,Organic search,knapp ungenügend,sehr gut,deutlich ungenügend,pseudonymized_E-Mail_1360,117675.41,20.07.2021,21.04.2000,>140k,M,,,Hermine Hess,Content Creator,14ba7943-1b14-4797-94cd-de4f3fc1abb3,pseudonymized_Nachname_1360,Luzern,Angebot,6e2e8518-8ca1-4007-9c6d-3df928054591,pseudonymized_Telefonnummer_1360,21.07.2022,pseudonymized_Vorname_1360,9367
Überqualifiziert,"Pseudonymized, 3241 Appenzell Innerrhoden",16.05.2022,Headhunter,sehr gut,genügend,sehr gut,pseudonymized_E-Mail_1361,,24.04.2023,30.08.1985,,F,Zingg-Gasser,Damaris Zbinden,Séverine Huber,IT Manager,622ea888-e38d-428c-864f-0e217aab045d,pseudonymized_Nachname_1361,Luzern,Angebot,a08909c7-3649-42af-b594-93f499d2df6d,pseudonymized_Telefonnummer_1361,02.08.2023,pseudonymized_Vorname_1361,7f08
,"Pseudonymized, 6228 Jura",12.09.2023,Meta,sehr gut,deutlich ungenügend,knapp ungenügend,pseudonymized_E-Mail_1362,116010.26,31.01.2024,03.01.1997,80-90k,F,,,Séverine Huber,SEO Specialist,766a74cf-cf06-4024-b9bf-8452578456e1,pseudonymized_Nachname_1362,Luzern,Angebot,f289699b-b117-48a4-9376-8b40d267f6e4,pseudonymized_Telefonnummer_1362,09.01.2024,pseudonymized_Vorname_1362,e298
Unvollständige Bewerbung,"Pseudonymized, 2199 Zug",18.02.2021,LinkedIN Jobslots,genügend,genügend,knapp ungenügend,pseudonymized_E-Mail_1363,119363.7,13.12.2021,16.09.1976,80-90k,F,,,Margret Hasler,Graphic Designer,fb215153-9a92-461c-9f7a-34cd1d63f18d,pseudonymized_Nachname_1363,Luzern,Abgelehnt,2362d2fc-08b1-4517-9987-a32649198f50,pseudonymized_Telefonnummer_1363,27.10.2023,pseudonymized_Vorname_1363,560a
Nicht verfügbar,"Pseudonymized, 3101 Tessin",30.10.2020,Meta,knapp ungenügend,genügend,deutlich ungenügend,pseudonymized_E-Mail_1364,131886.47,17.12.2023,31.10.1960,70-80k,M,,,Ghislaine Walter,IT Manager,f4e942eb-9469-4343-9e1f-47f96f48f036,pseudonymized_Nachname_1364,Luzern,1. Interview,98ad5201-80a0-4074-952c-d9b71d658dc2,pseudonymized_Telefonnummer_1364,14.09.2022,pseudonymized_Vorname_1364,db7e
Bessere Kandidaten,"Pseudonymized, 6619 Genf",31.07.2020,LinkedIN Jobslots,sehr gut,knapp ungenügend,deutlich ungenügend,pseudonymized_E-Mail_1365,73425.65,02.01.2024,01.06.1998,>140k,M,,,Irene Fuchs,Marketing Manager,99eb8afb-715f-468c-b08f-906a88a56e71,pseudonymized_Nachname_1365,Luzern,1. Interview,b3969632-2edd-4aee-a3ab-0f0dd03dd789,pseudonymized_Telefonnummer_1365,12.11.2022,pseudonymized_Vorname_1365,8e68
Andere,"Pseudonymized, 3878 Genf",21.10.2020,Meta,sehr gut,knapp ungenügend,Unknown,pseudonymized_E-Mail_1366,96276.3,14.03.2021,20.11.1988,120-130k,F,,,Séverine Huber,Content Creator,d4f14517-3a65-42eb-809e-0ded45c70a73,pseudonymized_Nachname_1366,Luzern,Abgelehnt,af80833b-8f33-4a53-92e0-15c4969c0a3c,pseudonymized_Telefonnummer_1366,21.07.2021,pseudonymized_Vorname_1366,c37d
Zu wenig Erfahrung,"Pseudonymized, 7138 Aargau",23.05.2020,Meta,gut,deutlich ungenügend,genügend,pseudonymized_E-Mail_1367,91706.12,18.06.2023,08.03.1983,70-80k,M,,,Kristian Furrer,Budget Analyst,b0b68550-277b-403c-8f9a-75cf8fe8c670,pseudonymized_Nachname_1367,Luzern,1. Interview,9296815c-d67a-4fcb-a470-6ae401e1a91d,pseudonymized_Telefonnummer_1367,12.05.2022,pseudonymized_Vorname_1367,105e
Nicht verfügbar,"Pseudonymized, 4884 Thurgau",24.07.2022,Direkt,genügend,deutlich ungenügend,genügend,pseudonymized_E-Mail_1368,,31.10.2023,13.01.2006,100-110k,M,,,Greta Berger-Eichenberger,Graphic Designer,bad23b04-ba24-45dc-b620-eed502c2fd9c,pseudonymized_Nachname_1368,Zürich,1. Interview,cd773afb-f08d-43b3-ad2b-aa834f58c54a,pseudonymized_Telefonnummer_1368,08.04.2024,pseudonymized_Vorname_1368,153c
